,Type of territory,Borough / Linked city,Stakes: Financial support?,Stakes: Maintenance of operations?,Stakes: Taxation (taxes and levies)?,Stakes: Human resources?,Stakes: Regulation?,Stakes: Marketing?,Stakes: Health and safety?,Stakes: Search for sanitary equipment?,Stakes: Space planning?,Stakes: Permit for outdoor terraces?,Stakes: Other?,Interest in the emergency aid program?,Social media presence?,Presence on Facebook?,Presence on Twitter?,Presence on Instagram?,Presence on LinkedIn?,Do you sell online?,Online sales channel,Do you know the urban delivery service?,Are you interested in the urban delivery service?,Interest in the support program for the digital transformation of companies?,Do you offer a delivery service?,Are you satisfied with your current delivery service?,Would you be interested in the urban delivery service (by bike) set up by the City of Montreal and its partners if you had access?,Was the information we gave you useful to you?,label
1095,1,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,0,2,0,2,1
309,1,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,4,3,5,1,2
407,1,26,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,2,4,3,5,1,2
984,1,21,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,3,1,2,1,4,3,5,1,1
1115,1,23,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,3,4,3,2,5,0,1,2
872,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,3,4,3,5,2,1
784,1,13,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,1,1
1573,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,2,4,3,4,3,1,4,6,1,2
832,1,20,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
299,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,4,0,3,3,4,3,5,1,2
1381,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,1,4,6,1,1
617,2,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
349,1,26,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,4,3,5,1,1
1450,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,3,4,1,3,5,3,1,1
1667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,3
1015,1,15,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
813,1,8,1,1,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,3,3,1,2,4,4,3,5,1,1
470,1,11,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,2,1,0,3,3,4,3,5,1,2
1088,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
927,1,23,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,4,2,3,3,4,3,5,1,1
294,1,26,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,2
1786,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,1,1,4,1,1,1
1537,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,5,4,6,2,2
1116,2,27,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,4,3,2,1,3,1,1
32,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
1582,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
568,2,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,2
459,1,22,1,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,3,3,1,2,4,4,3,5,1,1
881,1,4,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,2,0,1,2,4,3,5,1,1
922,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,0,3,3,4,3,5,1,1
438,1,26,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,0,4,3,5,1,0
1571,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,3
1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,1,4,1,1,1
264,1,24,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,2,1,2,1,4,3,5,1,3
1102,2,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,0,2,0,2,1
1129,1,26,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3,4,3,0,2,3,1,2
101,1,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,0,3,1,4,3,5,1,2
377,1,21,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,4,1,2,3,4,3,5,1,1
312,1,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,4,3,5,1,2
802,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,3,0,4,3,5,2,1
1156,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,3,4,1,3,5,0,1,1
750,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,4,3,5,1,1
1536,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,3,3,4,3,2,5,3,1,1
537,1,18,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,3,4,3,5,1,1
817,2,7,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,4,4,3,5,2,1
449,1,21,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
1296,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,3,4,4,0,2,0,2,1
1045,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,2,0,4,3,5,1,1
1466,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,0,2,6,1,1
1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,4,3,4,1,2,5,1,1,1
936,1,23,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
1136,1,17,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,1
254,1,26,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,1,2,3,4,3,5,1,1
1853,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,2
103,1,11,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4,0,3,1,4,3,5,1,1
448,1,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,2,4,3,5,1,1
1674,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
304,1,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,4,4,3,5,1,1
686,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2,0,4,3,5,1,1
807,1,20,1,1,1,0,0,1,1,0,1,0,0,1,2,0,0,0,0,1,0,1,2,3,4,3,5,1,1
1770,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,3,4,0,1,4,1,1,1
93,1,11,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,2,4,2,1,3,4,3,5,1,0
1583,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,0,2,0,1,2
1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,3,4,3,1,4,1,1,1
382,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,4,3,5,1,3
1354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,0,1,4,3,1,1
1865,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,4,0,1,4,1,0,1
1800,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
946,1,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,4,3,5,1,1
1485,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
6,1,11,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,2,4,2,3,3,4,3,5,1,2
1848,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,3,4,1,1,4,1,1,1
892,1,25,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,1,3
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,2,4,6,1,1
759,1,21,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,2,2,4,3,5,1,1
1119,2,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,3,1,3,1,2
1187,1,21,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,0,2,0,1,1
1244,1,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,3,1,3,1,1
509,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
100,1,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,0
1643,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,0,1,4,1,1,1
1870,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,3
1518,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
419,1,11,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,2,0,3,0,4,3,5,1,1
1233,1,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3,4,3,0,2,3,1,2
912,2,5,1,1,1,0,0,1,1,0,1,0,0,1,2,0,0,0,0,2,3,2,3,3,4,3,5,1,1
1695,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,1,4,1,1,1
1240,1,13,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,1,5,4,6,1,1
1693,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,0,1,4,1,1,1
996,1,15,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,4,3,5,2,1
351,1,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,2,4,3,5,1,1
1221,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,3,3,4,0,3,1,1,1,1
1388,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
197,1,26,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,2,0,4,3,5,1,0
515,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,4,0,1,1,4,3,5,0,1
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1273,2,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1530,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,0,2,1,1,2
1457,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
431,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,4,3,5,1,1
643,1,15,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,2,1,2,3,4,3,5,1,1
347,1,26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,1
487,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1,2,0,4,3,5,1,1
16,1,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,3,3,4,3,5,1,0
1298,1,21,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
885,1,18,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,4,3,5,1,1
1403,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,3
1884,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,3,5,4,6,1,1
808,1,18,1,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,3,3,1,2,0,4,3,5,1,1
1842,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,0,2,1,1,1
1715,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
819,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,3,3,4,3,4,3,5,1,1
8,1,17,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,4,2,3,3,4,3,5,1,0
108,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,1,3,4,3,5,1,2
1553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,2,4,6,1,1
1047,1,21,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,3,3,1,2,3,4,3,5,1,1
578,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,0,3,0,4,3,5,1,1
432,1,26,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,2
1613,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
112,1,11,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,2,1,2,0,4,3,5,1,0
683,1,25,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
1290,1,21,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
830,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,4,3,5,1,1
1542,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,1,4,1,1,1
1632,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,0,0,2,1,1,1
1619,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
149,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0,3,1,4,3,5,1,2
1609,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,3,3,3,4,4,0,2,0,1,2
200,1,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
1676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,3,4,3,1,4,1,1,1
235,1,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,4,3,5,1,0
671,1,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
1018,1,21,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,0,4,3,5,1,2
645,1,25,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,2,4,1,2,3,4,3,5,1,2
544,1,20,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,3,3,4,3,5,1,1
115,1,17,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,2,1,2,2,4,3,5,1,2
651,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,1,4,3,5,1,1
1702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,0,1,4,1,1,1
1266,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,4,4,5,4,6,2,1
1331,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
855,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
1498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,3,1,4,1,1,1
1328,1,21,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,4,3,2,5,1,2,1
1465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
1746,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
689,1,23,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,2,2,4,3,5,1,1
879,1,4,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,3,4,0,4,3,5,1,1
658,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,3,0,3,0,4,3,5,1,1
711,1,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,1,4,3,5,1,2
1286,1,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1617,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2,3,4,0,3,5,1,1,1
995,1,15,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,4,3,5,2,1
1555,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
1189,2,19,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,2,0,2,1,1,1
1391,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,1,1,4,1,1,1
637,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,4,0,1,3,4,3,5,1,1
894,2,19,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1,2,0,4,3,5,1,1
1562,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,4,3,4,3,2,5,3,1,2
1035,1,15,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,4,3,5,1,1
239,1,11,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,2,4,1,2,3,4,3,5,1,2
154,1,26,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,4,4,3,5,1,2
1397,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,4,0,1,4,3,1,1
1127,1,4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,3,2,5,3,1,1
1885,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
1671,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,3
187,1,24,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,2,4,0,3,0,4,3,5,1,1
1822,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,0,2,0,1,1
1798,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,0,2,1,1,1
130,1,17,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,1
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,1,5,4,6,2,1
538,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,4,4,3,5,1,2
368,1,26,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,3,3,4,3,5,1,2
402,1,21,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,2,3,3,4,3,5,1,1
978,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,4,3,5,1,1
1699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,0,1,4,1,1,1
1276,1,18,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
699,1,20,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,3,4,3,5,1,1
397,1,21,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,2,0,3,4,3,5,1,1
1833,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,2,3,4,0,1,4,1,1,1
1418,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,3,1,4,1,1,1
104,1,11,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,2,4,2,1,1,4,3,5,1,0
1437,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,1,1,4,6,1,1
972,1,4,1,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,2,4,1,2,0,4,3,5,1,1
834,1,10,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,0,4,3,5,1,2
233,1,24,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,3,4,2,4,3,5,0,1
1895,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,1,4,1,1,2
1751,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,3
1560,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,2,5,3,1,2
74,1,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,1
715,1,23,1,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,3,3,1,2,4,4,3,5,1,1
1347,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,3,3,4,1,0,2,0,1,1
803,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,4,3,5,1,1
1334,1,26,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,2,2
1611,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,0,1,4,1,1,2
355,1,26,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,2,4,3,5,1,1
1254,1,25,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,3,4,0,1,4,1,1,1
190,1,26,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,0
601,1,22,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,4,3,5,1,3
412,1,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,3,5,1,1
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,1,4,1,1,1
737,1,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,3,4,3,5,2,1
1059,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,4,3,5,1,1
1888,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
740,2,27,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,1,1
450,2,27,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,0,1,1,4,3,5,1,1
1892,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
703,1,20,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
1487,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,1,0,2,0,1,1
1552,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,0,2,3,1,1
1006,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,2,1,2,0,4,3,5,1,0
1718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,3,4,0,1,4,1,1,1
1744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,3,4,3,5,4,6,1,2
1629,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,1,1,4,1,1,1
908,1,15,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
841,2,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,3,4,3,5,1,1
557,1,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
705,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,4,3,4,2,4,3,5,0,2
1239,1,9,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,3,4,4,5,4,6,1,1
23,1,21,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,2,1,0,4,3,5,2,1
229,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,0,3,3,4,3,5,1,0
113,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,1,2,3,4,3,5,1,1
1010,1,21,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,4,3,5,1,1
1425,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,0,2,0,1,1
